LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,ParameterList
1095,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02120000': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '1', '2', '0', '0', '0', '0']"
1096,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02120002': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '1', '2', '0', '0', '0', '2']"
1097,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x023b0003': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '3', 'b', '0', '0', '0', '3']"
1098,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x023d0001': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '3', 'd', '0', '0', '0', '1']"
1099,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02410003': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '4', '1', '0', '0', '0', '3']"
1100,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02420002': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '4', '2', '0', '0', '0', '2']"
1101,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02420006': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '4', '2', '0', '0', '0', '6']"
1102,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02470032': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '4', '7', '0', '0', '3', '2']"
1103,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02470045': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '4', '7', '0', '0', '4', '5']"
1104,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0247ffe9': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '4', '7', 'f', 'f', 'e', '9']"
1105,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0249002a': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '4', '9', '0', '0', '2', 'a']"
1106,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x024a00b2': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '4', 'a', '0', '0', 'b', '2']"
1107,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x025c0009': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '5', 'c', '0', '0', '0', '9']"
1108,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0261fffd': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '6', '1', 'f', 'f', 'f', 'd']"
1109,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02640011': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '6', '4', '0', '0', '1', '1']"
1110,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0268000a': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '6', '8', '0', '0', '0', 'a']"
1111,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02720002': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '7', '2', '0', '0', '0', '2']"
1112,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02740004': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '7', '4', '0', '0', '0', '4']"
1113,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02cc0000': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', 'c', 'c', '0', '0', '0', '0']"
1114,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02d10001': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', 'd', '1', '0', '0', '0', '1']"
1115,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02770011': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '7', '7', '0', '0', '1', '1']"
1116,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02780026': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '7', '8', '0', '0', '2', '6']"
1117,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x027b0006': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '7', 'b', '0', '0', '0', '6']"
1118,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x027e0001': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '7', 'e', '0', '0', '0', '1']"
1119,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02801000': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '8', '0', '1', '0', '0', '0']"
1120,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02950006': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '9', '5', '0', '0', '0', '6']"
1121,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0295001d': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '9', '5', '0', '0', '1', 'd']"
1122,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x029f0014': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '9', 'f', '0', '0', '1', '4']"
1123,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x029f003a': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', '9', 'f', '0', '0', '3', 'a']"
1124,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02a60001': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', 'a', '6', '0', '0', '0', '1']"
1125,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02b60001': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', 'b', '6', '0', '0', '0', '1']"
1126,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02b70006': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', 'b', '7', '0', '0', '0', '6']"
1127,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02cb000d': four character codes must be four characters long.,E188,Cocoa scripting error for '<*>': four character codes must be four characters long.,"['0', 'x', '0', '2', 'c', 'b', '0', '0', '0', 'd']"
1128,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '4023' is not a valid type name.,E9,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '<*>' is not a valid type name.,"['4', '0', '2', '3']"
1129,Jul,4,23:25:29,calvisitor-10-105-162-105,WeChat,24144,,jemmytest,E253,jemmytest,"['j', 'e', 'm', 'm', 'y', 't', 'e', 's', 't']"
1130,Jul,4,23:30:23,calvisitor-10-105-162-105,QQ,10018,,FA||Url||taskID[2019353519] dealloc,E216,FA||Url||taskID[<*>] dealloc,"['2', '0', '1', '9', '3', '5', '3', '5', '1', '9']"
1131,Jul,4,23:31:49,calvisitor-10-105-162-105,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,E305,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,"['4', '4', '5']"
1132,Jul,4,23:49:42,calvisitor-10-105-162-105,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950712080>.,E40,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.,"['0', 'x', '7', 'f', '9', '9', '5', '0', '7', '1', '2', '0', '8', '0', '>']"
1133,Jul,4,23:50:59,calvisitor-10-105-162-105,quicklookd,35391,,objc[35391]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,E278,objc[<*>]: Class TSUAtomicLRUCache is implemented in both <*> and <*> One of the two will be used. Which one is undefined.,"['35391', '/Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork', '/System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport.']"
1134,Jul,4,23:50:59,calvisitor-10-105-162-105,garcon,35461,,Invalidating watch set.,E248,Invalidating watch set.,"['I', 'n', 'v', 'a', 'l', 'i', 'd', 'a', 't', 'i', 'n', 'g', ' ', 'w', 'a', 't', 'c', 'h', ' ', 's', 'e', 't', '.']"
1135,Jul,4,23:50:59,calvisitor-10-105-162-105,QuickLookSatellite,35448,,objc[35448]: Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,E279,objc[<*>]: Class TSUCustomFormatData is implemented in both <*> and <*> One of the two will be used. Which one is undefined.,"['35448', '/Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork', '/System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport.']"
1136,Jul,4,23:51:29,calvisitor-10-105-162-105,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",E313,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","['1', '0', '3', '5']"
1137,Jul,4,23:53:29,calvisitor-10-105-162-105,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950712080>.,E40,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.,"['0', 'x', '7', 'f', '9', '9', '5', '0', '7', '1', '2', '0', '8', '0', '>']"
1138,Jul,4,23:55:28,calvisitor-10-105-162-105,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],E28,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].],['8']
1139,Jul,5,00:02:22,calvisitor-10-105-162-105,WeChat,24144,,jemmytest,E253,jemmytest,"['j', 'e', 'm', 'm', 'y', 't', 'e', 's', 't']"
1140,Jul,5,00:03:06,calvisitor-10-105-162-105,sharingd,30299,,00:03:06.178 : Started generating hashes,E71,<*>:<*>:<*> : Started generating hashes,"['00', '03', '06.178']"
1141,Jul,5,00:03:36,calvisitor-10-105-162-105,sharingd,30299,,00:03:36.715 : BTLE scanning started,E65,<*>:<*>:<*> : BTLE scanning started,"['00', '03', '36.715']"
1142,Jul,5,00:09:34,calvisitor-10-105-162-105,WeChat,24144,,jemmytest,E253,jemmytest,"['j', 'e', 'm', 'm', 'y', 't', 'e', 's', 't']"
1143,Jul,5,00:17:32,calvisitor-10-105-162-105,com.apple.WebKit.WebContent,35435,,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 21335 bytes @ 5481561 took 0.501237 sec. to complete, 16 reads >= 0.5 sec.",E99,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> <*> to complete, <*> reads >= <*> sec.","['21335', '5481561', '0.501237 sec. ', '16', '0.5']"
1144,Jul,5,00:17:35,calvisitor-10-105-162-105,locationd,82,,Location icon should now be in state 'Inactive',E259,Location icon should now be in state 'Inactive',"['L', 'o', 'c', 'a', 't', 'i', 'o', 'n', ' ', 'i', 'c', 'o', 'n', ' ', 's', 'h', 'o', 'u', 'l', 'd', ' ', 'n', 'o', 'w', ' ', 'b', 'e', ' ', 'i', 'n', ' ', 's', 't', 'a', 't', 'e', ' ', ""'"", 'I', 'n', 'a', 'c', 't', 'i', 'v', 'e', ""'""]"
1145,Jul,5,00:17:50,authorMacBook-Pro,corecaptured,35613,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,E173,CCFile::captureLogRun() Exiting CCFile::captureLogRun,"['C', 'C', 'F', 'i', 'l', 'e', ':', ':', 'c', 'a', 'p', 't', 'u', 'r', 'e', 'L', 'o', 'g', 'R', 'u', 'n', '(', ')', ' ', 'E', 'x', 'i', 't', 'i', 'n', 'g', ' ', 'C', 'C', 'F', 'i', 'l', 'e', ':', ':', 'c', 'a', 'p', 't', 'u', 'r', 'e', 'L', 'o', 'g', 'R', 'u', 'n']"
1146,Jul,5,00:17:52,authorMacBook-Pro,kernel,0,,AirPort: Link Up on en0,E112,AirPort: Link Up on en0,"['A', 'i', 'r', 'P', 'o', 'r', 't', ':', ' ', 'L', 'i', 'n', 'k', ' ', 'U', 'p', ' ', 'o', 'n', ' ', 'e', 'n', '0']"
1147,Jul,5,00:18:04,authorMacBook-Pro,QQ,10018,,button report: 0x80039B7,E161,button report: <*>,"['0', 'x', '8', '0', '0', '3', '9', 'B', '7']"
1148,Jul,5,00:18:07,authorMacBook-Pro,QQ,10018,,button report: 0X80076ED,E161,button report: <*>,"['0', 'X', '8', '0', '0', '7', '6', 'E', 'D']"
1149,Jul,5,00:18:09,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,35618,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,E202,dnssd_clientstub ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*> Errno:<*> Operation not permitted,"['/var/run/mDNSResponder', '4', '-1', '1']"
1150,Jul,5,00:18:12,authorMacBook-Pro,AddressBookSourceSync,35614,,Unrecognized attribute value: t:AbchPersonItemType,E328,Unrecognized attribute value: t:AbchPersonItemType,"['U', 'n', 'r', 'e', 'c', 'o', 'g', 'n', 'i', 'z', 'e', 'd', ' ', 'a', 't', 't', 'r', 'i', 'b', 'u', 't', 'e', ' ', 'v', 'a', 'l', 'u', 'e', ':', ' ', 't', ':', 'A', 'b', 'c', 'h', 'P', 'e', 'r', 's', 'o', 'n', 'I', 't', 'e', 'm', 'T', 'y', 'p', 'e']"
1151,Jul,5,00:21:07,authorMacBook-Pro,Google Chrome,35628,,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,E74,<*>-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,[]
1152,Jul,5,00:21:07,authorMacBook-Pro,Google Chrome,35628,,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,E98,<*>-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,[]
1153,Jul,5,00:28:42,authorMacBook-Pro,com.apple.WebKit.WebContent,35671,,[00:28:42.167] (Fig) signalled err=-12871,E11,[<*>:<*>:<*>] (Fig) signalled err=<*>,"['00', '28', '42.167', '-12871']"
1154,Jul,5,00:29:04,authorMacBook-Pro,com.apple.WebKit.WebContent,35671,,[00:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),E15,[<*>:<*>:<*>] <<<< CRABS >>>> crabsWaitForLoad: [<*>] Wait time out - <*> (msRequestTimeout <*>),"['00', '29', '04.085', '0x7fbc7ac683a0', '-1001', '-1']"
1155,Jul,5,00:29:25,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 22710 failed: 3 - No network route,E318,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route,"['22710', '3']"
1156,Jul,5,00:30:00,calvisitor-10-105-163-10,syslogd,44,,"Configuration Notice: ASL Module ""com.apple.corecdp.osx.asl"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",E190,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.","['c', 'o', 'm', '.', 'a', 'p', 'p', 'l', 'e', '.', 'c', 'o', 'r', 'e', 'c', 'd', 'p', '.', 'o', 's', 'x', '.', 'a', 's', 'l']"
1157,Jul,5,00:33:56,calvisitor-10-105-163-10,locationd,82,,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7fb7ed616c80 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",E286,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}","['-1001', '0x7fb7ed616c80', '-1001', 'https://gs-loc.apple.com/clls/wloc', 'https://gs-loc.apple.com/clls/wloc', '-2102', '4', 'https://gs-loc.apple.com/clls/wloc', 'https://gs-loc.apple.com/clls/wloc', '4', '-2102']"
1158,Jul,5,00:47:16,calvisitor-10-105-163-10,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,E305,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,"['4', '4', '5']"
1159,Jul,5,00:53:57,calvisitor-10-105-163-10,locationd,82,,"NETWORK: no response from server, reachability, 2, queryRetries, 2",E270,"NETWORK: no response from server, reachability, <*>, queryRetries, <*>","['2', '2']"
1160,Jul,5,00:55:33,calvisitor-10-105-163-10,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 284, items, fQueryRetries, 0, fLastRetryTimestamp, 520934130.6",E271,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>","['0', '0', '0', '0', '284', '0', '520934130.6']"
1161,Jul,5,00:58:26,calvisitor-10-105-163-10,wirelessproxd,75,,Failed to stop a scan - central is not powered on: 4,E219,Failed to stop a scan - central is not powered on: <*>,['4']
1162,Jul,5,00:58:27,calvisitor-10-105-163-10,WindowServer,184,,"device_generate_desktop_screenshot: authw 0x7fa82407ea00(2000), shield 0x7fa82435f400(2001)",E199,"device_generate_desktop_screenshot: authw <*>(<*>), shield <*>(<*>)","['0x7fa82407ea00', '2000', '0x7fa82435f400', '2001']"
1163,Jul,5,01:19:55,calvisitor-10-105-163-10,kernel,0,,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),E33,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (<*>),"['0', 'x', '0', '1']"
1164,Jul,5,01:33:27,calvisitor-10-105-163-10,kernel,0,,en0: channel changed to 1,E208,en0: channel changed to <*>,['1']
1165,Jul,5,01:47:03,calvisitor-10-105-163-10,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,E55,<*>::<*> - retries = <*>,"['AppleThunderboltNHIType2', 'waitForOk2Go2Sx', '7']"
1166,Jul,5,02:27:53,calvisitor-10-105-163-10,com.apple.AddressBook.InternetAccountsBridge,35749,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,['2']
1167,Jul,5,02:27:53,calvisitor-10-105-163-10,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>,"['1', '0']"
1168,Jul,5,02:27:57,calvisitor-10-105-163-10,com.apple.AddressBook.InternetAccountsBridge,35749,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,['3']
1169,Jul,5,02:28:22,calvisitor-10-105-163-10,kernel,0,,ARPT: 720406.265686: AirPort_Brcm43xx::powerChange: System Sleep,E126,ARPT: <*>: <*>::powerChange: System Sleep,"['720406.265686', 'AirPort_Brcm43xx']"
1170,Jul,5,02:41:24,calvisitor-10-105-163-10,kernel,0,,ARPT: 720413.304306: wl0: setup_keepalive: Remote IP: 17.249.12.81,E147,ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,"['720413.304306', '17.249.12.81']"
1171,Jul,5,02:54:51,calvisitor-10-105-163-10,kernel,0,,AppleCamIn::wakeEventHandlerThread,E121,AppleCamIn::wakeEventHandlerThread,"['A', 'p', 'p', 'l', 'e', 'C', 'a', 'm', 'I', 'n', ':', ':', 'w', 'a', 'k', 'e', 'E', 'v', 'e', 'n', 't', 'H', 'a', 'n', 'd', 'l', 'e', 'r', 'T', 'h', 'r', 'e', 'a', 'd']"
1172,Jul,5,03:08:26,calvisitor-10-105-163-10,kernel,0,,en0: BSSID changed to 5c:50:15:4c:18:13,E207,en0: BSSID changed to <*>,"['5', 'c', ':', '5', '0', ':', '1', '5', ':', '4', 'c', ':', '1', '8', ':', '1', '3']"
1173,Jul,5,03:08:26,calvisitor-10-105-163-10,kernel,0,,en0: BSSID changed to 5c:50:15:4c:18:13,E207,en0: BSSID changed to <*>,"['5', 'c', ':', '5', '0', ':', '1', '5', ':', '4', 'c', ':', '1', '8', ':', '1', '3']"
1174,Jul,5,03:08:49,calvisitor-10-105-163-10,sandboxd,129,[35762],com.apple.Addres(35762) deny network-outbound /private/var/run/mDNSResponder,E52,<*>(<*>) deny network-outbound <*>,"['com.apple.Addres', '35762', '/private/var/run/mDNSResponder']"
1175,Jul,5,03:35:40,calvisitor-10-105-163-10,kernel,0,,RTC: PowerByCalendarDate setting ignored,E296,RTC: PowerByCalendarDate setting ignored,"['R', 'T', 'C', ':', ' ', 'P', 'o', 'w', 'e', 'r', 'B', 'y', 'C', 'a', 'l', 'e', 'n', 'd', 'a', 'r', 'D', 'a', 't', 'e', ' ', 's', 'e', 't', 't', 'i', 'n', 'g', ' ', 'i', 'g', 'n', 'o', 'r', 'e', 'd']"
1176,Jul,5,03:35:45,calvisitor-10-105-163-10,kernel,0,,ARPT: 720580.338311: AirPort_Brcm43xx::powerChange: System Sleep,E126,ARPT: <*>: <*>::powerChange: System Sleep,"['720580.338311', 'AirPort_Brcm43xx']"
1177,Jul,5,03:49:12,calvisitor-10-105-163-10,kernel,0,,Wake reason: RTC (Alarm),E338,Wake reason: RTC (Alarm),"['W', 'a', 'k', 'e', ' ', 'r', 'e', 'a', 's', 'o', 'n', ':', ' ', 'R', 'T', 'C', ' ', '(', 'A', 'l', 'a', 'r', 'm', ')']"
1178,Jul,5,03:49:24,calvisitor-10-105-163-10,kernel,0,,Sandbox: com.apple.Addres(35773) deny(1) network-outbound /private/var/run/mDNSResponder,E300,Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,"['com.apple.Addres', '35773', '1', '/private/var/run/mDNSResponder']"
1179,Jul,5,03:49:51,calvisitor-10-105-163-10,kernel,0,,"PM response took 1988 ms (54, powerd)",E288,"PM response took <*> ms (<*>, powerd)","['1988', '54']"
1180,Jul,5,03:58:47,calvisitor-10-105-163-10,kernel,0,,Wake reason: EC.SleepTimer (SleepTimer),E337,Wake reason: EC.SleepTimer (SleepTimer),"['W', 'a', 'k', 'e', ' ', 'r', 'e', 'a', 's', 'o', 'n', ':', ' ', 'E', 'C', '.', 'S', 'l', 'e', 'e', 'p', 'T', 'i', 'm', 'e', 'r', ' ', '(', 'S', 'l', 'e', 'e', 'p', 'T', 'i', 'm', 'e', 'r', ')']"
1181,Jul,5,03:58:47,calvisitor-10-105-163-10,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",E331,USBMSC Identifier (non-unique): <*>,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '2', '0', ' ', '0', 'x', '5', 'a', 'c', ' ', '0', 'x', '8', '4', '0', '6', ' ', '0', 'x', '8', '2', '0', ',', ' ', '3']"
1182,Jul,5,04:12:21,calvisitor-10-105-163-10,syslogd,44,,ASL Sender Statistics,E153,ASL Sender Statistics,"['A', 'S', 'L', ' ', 'S', 'e', 'n', 'd', 'e', 'r', ' ', 'S', 't', 'a', 't', 'i', 's', 't', 'i', 'c', 's']"
