LineId,Time,Program,Content,EventId,EventTemplate,ParameterList
1110,07.26 14:30:31,chrome.exe *64,www.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['www.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1111,07.26 14:30:32,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1112,07.26 14:30:32,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1113,07.26 14:30:32,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1114,07.26 14:30:32,chrome.exe *64,www.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['www.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1115,07.26 14:30:32,chrome.exe *64,sestat.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['sestat.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1116,07.26 14:30:32,chrome.exe *64,sestat.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['sestat.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1117,07.26 14:30:32,chrome.exe *64,suggestion.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['suggestion.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1118,07.26 14:30:32,chrome.exe *64,d3cv4a9a9wh0bt.cloudfront.net:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['d3cv4a9a9wh0bt.cloudfront.net', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1119,07.26 14:30:35,chrome.exe *64,i9.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['i9.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1120,07.26 14:30:43,chrome.exe *64,"s1.bdstatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['s1.bdstatic.com:80', '0 bytes sent', '0 bytes received', '00:11']"
1121,07.26 14:30:43,chrome.exe *64,"www.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.baidu.com:80', '0 bytes sent', '0 bytes received', '00:11']"
1122,07.26 14:30:44,chrome.exe *64,"ss.bdimg.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['ss.bdimg.com:80', '0 bytes sent', '0 bytes received', '00:11']"
1123,07.26 14:30:45,chrome.exe *64,news.4399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['news.4399.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1124,07.26 14:31:01,chrome.exe *64,"i9.baidu.com:80 close, 1671 bytes (1.63 KB) sent, 4659 bytes (4.54 KB) received, lifetime 00:26",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['i9.baidu.com:80', '1671 bytes (1.63 KB) sent', '4659 bytes (4.54 KB) received', '00:26']"
1125,07.26 14:31:08,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['i9.baidu.com:80', '0 bytes sent', '0 bytes received', '00:27']"
1126,07.26 14:31:08,chrome.exe *64,"i9.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:27",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['i9.baidu.com:80', '0 bytes sent', '0 bytes received', '00:27']"
1127,07.26 14:31:10,chrome.exe *64,comment.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['comment.5054399.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1128,07.26 14:31:11,chrome.exe *64,xin.4399.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['xin.4399.cn', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1129,07.26 14:31:12,chrome.exe *64,newsapp.5054399.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['newsapp.5054399.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1130,07.26 14:31:31,chrome.exe *64,"cbjs.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['cbjs.baidu.com:80', '0 bytes sent', '0 bytes received', '00:19']"
1131,07.26 14:31:31,chrome.exe *64,"bdimg.share.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['bdimg.share.baidu.com:80', '0 bytes sent', '0 bytes received', '00:19']"
1132,07.26 14:31:31,chrome.exe *64,"ubmcmm.baidustatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['ubmcmm.baidustatic.com:80', '0 bytes sent', '0 bytes received', '00:19']"
1133,07.26 14:31:31,chrome.exe *64,"s1.img4399.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['s1.img4399.com:80', '0 bytes sent', '0 bytes received', '00:21']"
1134,07.26 14:31:31,chrome.exe *64,"ubmcmm.baidustatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:19",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['ubmcmm.baidustatic.com:80', '0 bytes sent', '0 bytes received', '00:19']"
1135,07.26 14:32:04,chrome.exe *64,"c.cnzz.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:30",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['c.cnzz.com:80', '0 bytes sent', '0 bytes received', '00:30']"
1136,07.26 14:34:45,chrome.exe *64,"www.evernote.com:443 close, 4733 bytes (4.62 KB) sent, 8179 bytes (7.98 KB) received, lifetime 04:12",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.evernote.com:443', '4733 bytes (4.62 KB) sent', '8179 bytes (7.98 KB) received', '04:12']"
1137,07.26 14:35:08,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:32",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['qbwup.imtt.qq.com:80', '494 bytes sent', '208 bytes received', '00:32']"
1138,07.26 14:35:08,Dropbox.exe,"block.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['block.dropbox.com:443', '0 bytes sent', '0 bytes received', '<1 sec']"
1139,07.26 14:39:29,chrome.exe *64,"clients4.google.com:443 close, 11736 bytes (11.4 KB) sent, 8496 bytes (8.29 KB) received, lifetime 08:46",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['clients4.google.com:443', '11736 bytes (11.4 KB) sent', '8496 bytes (8.29 KB) received', '08:46']"
1140,07.26 14:40:28,chrome.exe *64,"clients6.google.com:443 close, 3025 bytes (2.95 KB) sent, 6726 bytes (6.56 KB) received, lifetime 05:20",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['clients6.google.com:443', '3025 bytes (2.95 KB) sent', '6726 bytes (6.56 KB) received', '05:20']"
1141,07.26 14:43:52,chrome.exe *64,"mtalk.google.com:5228 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",E5,"<*>:<*> error : Could not connect through proxy <*>:<*> - Proxy server cannot establish a connection with the target, status code <*>","['mtalk.google.com', '5228', 'proxy.cse.cuhk.edu.hk', '5070', '403']"
1142,07.26 14:44:17,chrome.exe *64,clients2.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['clients2.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1143,07.26 14:44:23,chrome.exe *64,mtalk.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['mtalk.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1144,07.26 14:44:36,WeChat.exe,qbwup.imtt.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['qbwup.imtt.qq.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1145,07.26 14:45:35,chrome.exe *64,www.google.com.hk:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['www.google.com.hk', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1146,07.26 14:45:38,chrome.exe *64,sestat.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['sestat.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1147,07.26 14:45:38,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1148,07.26 14:45:38,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1149,07.26 14:45:38,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1150,07.26 14:45:38,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1151,07.26 14:45:39,chrome.exe *64,suggestion.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['suggestion.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1152,07.26 14:45:39,chrome.exe *64,suggestion.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['suggestion.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1153,07.26 14:45:39,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['sclick.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1154,07.26 14:45:40,chrome.exe *64,ss.bdimg.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['ss.bdimg.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1155,07.26 14:45:41,chrome.exe *64,"www.baidu.com:80 close, 9987 bytes (9.75 KB) sent, 148343 bytes (144 KB) received, lifetime 00:03",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.baidu.com:80', '9987 bytes (9.75 KB) sent', '148343 bytes (144 KB) received', '00:03']"
1156,07.26 14:45:43,chrome.exe *64,dj1.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['dj1.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1157,07.26 14:45:49,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['t12.baidu.com:80', '0 bytes sent', '0 bytes received', '00:11']"
1158,07.26 14:45:49,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['t12.baidu.com:80', '0 bytes sent', '0 bytes received', '00:11']"
1159,07.26 14:45:50,chrome.exe *64,ss0.baidu.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['ss0.baidu.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1160,07.26 14:45:50,chrome.exe *64,hpd.baidu.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['hpd.baidu.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1161,07.26 14:45:52,chrome.exe *64,ubmcmm.baidustatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['ubmcmm.baidustatic.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1162,07.26 14:45:52,chrome.exe *64,eclick.baidu.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['eclick.baidu.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1163,07.26 14:46:05,chrome.exe *64,"dup.baidustatic.com:443 close, 333 bytes sent, 3697 bytes (3.61 KB) received, lifetime 00:14",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['dup.baidustatic.com:443', '333 bytes sent', '3697 bytes (3.61 KB) received', '00:14']"
1164,07.26 14:46:13,chrome.exe *64,"dj1.baidu.com:80 close, 1369 bytes (1.33 KB) sent, 289 bytes received, lifetime 00:30",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['dj1.baidu.com:80', '1369 bytes (1.33 KB) sent', '289 bytes received', '00:30']"
1165,07.26 14:50:09,Dropbox.exe,"client-lb.dropbox.com:443 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['client-lb.dropbox.com:443', '0 bytes sent', '0 bytes received', '<1 sec']"
1166,07.26 14:50:44,WeChat.exe,"short.weixin.qq.com:80 close, 785 bytes sent, 145 bytes received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['short.weixin.qq.com:80', '785 bytes sent', '145 bytes received', '<1 sec']"
1167,07.26 14:51:20,chrome.exe *64,clients5.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['clients5.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1168,07.26 14:51:21,chrome.exe *64,www.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['www.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1169,07.26 14:51:22,chrome.exe *64,s1.bdstatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['s1.bdstatic.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1170,07.26 14:51:22,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1171,07.26 14:51:24,chrome.exe *64,ss.bdimg.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['ss.bdimg.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1172,07.26 14:51:25,chrome.exe *64,i7.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['i7.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1173,07.26 14:51:25,chrome.exe *64,i7.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['i7.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1174,07.26 14:51:26,chrome.exe *64,www.evernote.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['www.evernote.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1175,07.26 14:51:31,chrome.exe *64,dj1.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['dj1.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1176,07.26 14:51:31,chrome.exe *64,sestat.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['sestat.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1177,07.26 14:51:31,chrome.exe *64,"sclick.baidu.com:80 close, 1971 bytes (1.92 KB) sent, 401 bytes received, lifetime 00:08",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['sclick.baidu.com:80', '1971 bytes (1.92 KB) sent', '401 bytes received', '00:08']"
1178,07.26 14:51:31,chrome.exe *64,clients4.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['clients4.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1179,07.26 14:51:35,chrome.exe *64,"s1.bdstatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:13",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['s1.bdstatic.com:80', '0 bytes sent', '0 bytes received', '00:13']"
1180,07.26 14:51:35,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['sclick.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1181,07.26 14:51:37,chrome.exe *64,www.3367.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['www.3367.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1182,07.26 14:51:37,chrome.exe *64,img.3367.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['img.3367.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1183,07.26 14:51:38,chrome.exe *64,assets.changyan.sohu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['assets.changyan.sohu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1184,07.26 14:51:39,chrome.exe *64,bdimg.share.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['bdimg.share.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1185,07.26 14:51:40,chrome.exe *64,clients1.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['clients1.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1186,07.26 14:51:40,chrome.exe *64,s.360.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['s.360.cn', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1187,07.26 14:51:42,chrome.exe *64,long.open.weixin.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['long.open.weixin.qq.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1188,07.26 14:51:46,chrome.exe *64,"changyan.sohu.com:80 close, 6361 bytes (6.21 KB) sent, 6197 bytes (6.05 KB) received, lifetime 00:08",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['changyan.sohu.com:80', '6361 bytes (6.21 KB) sent', '6197 bytes (6.05 KB) received', '00:08']"
1189,07.26 14:51:49,chrome.exe *64,"t12.baidu.com:80 close, 837 bytes sent, 4059 bytes (3.96 KB) received, lifetime 00:27",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['t12.baidu.com:80', '837 bytes sent', '4059 bytes (3.96 KB) received', '00:27']"
1190,07.26 14:51:51,chrome.exe *64,"i7.baidu.com:80 close, 2813 bytes (2.74 KB) sent, 23975 bytes (23.4 KB) received, lifetime 00:26",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['i7.baidu.com:80', '2813 bytes (2.74 KB) sent', '23975 bytes (23.4 KB) received', '00:26']"
1191,07.26 14:51:55,chrome.exe *64,"js.passport.qihucdn.com:80 close, 496 bytes sent, 426 bytes received, lifetime 00:16",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['js.passport.qihucdn.com:80', '496 bytes sent', '426 bytes received', '00:16']"
1192,07.26 14:52:00,chrome.exe *64,"js.passport.qihucdn.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['js.passport.qihucdn.com:80', '0 bytes sent', '0 bytes received', '00:21']"
1193,07.26 14:52:30,chrome.exe *64,"www.baidu.com:80 close, 2590 bytes (2.52 KB) sent, 621 bytes received, lifetime 01:06",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.baidu.com:80', '2590 bytes (2.52 KB) sent', '621 bytes received', '01:06']"
1194,07.26 14:52:38,chrome.exe *64,hm.baidu.com:443 error : A connection request was canceled before the completion.,E7,<*>:<*> error : A connection request was canceled before the completion.,"['hm.baidu.com', '443']"
1195,07.26 14:52:40,chrome.exe *64,"upload.3367.com:80 close, 2331 bytes (2.27 KB) sent, 440133 bytes (429 KB) received, lifetime 01:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['upload.3367.com:80', '2331 bytes (2.27 KB) sent', '440133 bytes (429 KB) received', '01:01']"
1196,07.26 14:53:43,chrome.exe *64,"long.open.weixin.qq.com:443 close, 1910 bytes (1.86 KB) sent, 276 bytes received, lifetime 00:29",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['long.open.weixin.qq.com:443', '1910 bytes (1.86 KB) sent', '276 bytes received', '00:29']"
1197,07.26 14:54:41,chrome.exe *64,"res.wx.qq.com:443 close, 1582 bytes (1.54 KB) sent, 40194 bytes (39.2 KB) received, lifetime 03:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['res.wx.qq.com:443', '1582 bytes (1.54 KB) sent', '40194 bytes (39.2 KB) received', '03:01']"
1198,07.26 14:55:22,chrome.exe *64,"www.google.com:443 close, 2020 bytes (1.97 KB) sent, 17986 bytes (17.5 KB) received, lifetime 04:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.google.com:443', '2020 bytes (1.97 KB) sent', '17986 bytes (17.5 KB) received', '04:01']"
1199,07.26 14:56:52,chrome.exe *64,"long.open.weixin.qq.com:443 close, 1910 bytes (1.86 KB) sent, 276 bytes received, lifetime 00:27",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['long.open.weixin.qq.com:443', '1910 bytes (1.86 KB) sent', '276 bytes received', '00:27']"
1200,07.26 14:57:27,chrome.exe *64,long.open.weixin.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['long.open.weixin.qq.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1201,07.26 14:57:54,chrome.exe *64,"long.open.weixin.qq.com:443 close, 1910 bytes (1.86 KB) sent, 276 bytes received, lifetime 00:27",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['long.open.weixin.qq.com:443', '1910 bytes (1.86 KB) sent', '276 bytes received', '00:27']"
1202,07.26 14:59:22,chrome.exe *64,"mtalk.google.com:443 close, 985 bytes sent, 447 bytes received, lifetime 14:59",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['mtalk.google.com:443', '985 bytes sent', '447 bytes received', '14:59']"
1203,07.26 14:59:58,chrome.exe *64,long.open.weixin.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['long.open.weixin.qq.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1204,07.26 15:04:20,chrome.exe *64,"long.open.weixin.qq.com:443 close, 1910 bytes (1.86 KB) sent, 276 bytes received, lifetime 00:27",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['long.open.weixin.qq.com:443', '1910 bytes (1.86 KB) sent', '276 bytes received', '00:27']"
1205,07.26 15:04:37,WeChat.exe,qbwup.imtt.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['qbwup.imtt.qq.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1206,07.26 15:04:54,chrome.exe *64,"update.googleapis.com:443 close, 298 bytes sent, 4250 bytes (4.15 KB) received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['update.googleapis.com:443', '298 bytes sent', '4250 bytes (4.15 KB) received', '<1 sec']"
1207,07.26 15:05:25,chrome.exe *64,long.open.weixin.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['long.open.weixin.qq.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1208,07.26 15:06:12,Dropbox.exe,"dl-debug.dropbox.com:443 close, 163539 bytes (159 KB) sent, 4712 bytes (4.60 KB) received, lifetime 01:02",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['dl-debug.dropbox.com:443', '163539 bytes (159 KB) sent', '4712 bytes (4.60 KB) received', '01:02']"
1209,07.26 15:07:00,chrome.exe *64,long.open.weixin.qq.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['long.open.weixin.qq.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
