LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,ParameterList
809,2015-10-18,"18:04:51,114",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:1 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:10 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,E24,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,"['1', '0', '0', '10', '0', '1', '0', '11', '1', '7', '3']"
810,2015-10-18,"18:04:51,114",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>","['0', '-27>']"
811,2015-10-18,"18:04:51,114",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold reached. Scheduling reduces.,E86,Reduce slow start threshold reached. Scheduling reduces.,"['R', 'e', 'd', 'u', 'c', 'e', ' ', 's', 'l', 'o', 'w', ' ', 's', 't', 'a', 'r', 't', ' ', 't', 'h', 'r', 'e', 's', 'h', 'o', 'l', 'd', ' ', 'r', 'e', 'a', 'c', 'h', 'e', 'd', '.', ' ', 'S', 'c', 'h', 'e', 'd', 'u', 'l', 'i', 'n', 'g', ' ', 'r', 'e', 'd', 'u', 'c', 'e', 's', '.']"
812,2015-10-18,"18:04:51,114",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,All maps assigned. Ramping up all remaining reduces:1,E12,All maps assigned. Ramping up all remaining reduces:<*>,['1']
813,2015-10-18,"18:04:51,114",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:0 ScheduledMaps:0 ScheduledReds:1 AssignedMaps:10 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,"['0', '0', '1', '10', '0', '1', '0', '11', '1', '7', '3']"
814,2015-10-18,"18:04:51,145",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.3638923,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.3638923']"
815,2015-10-18,"18:04:51,145",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.44950968,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000005_0', '0.44950968']"
816,2015-10-18,"18:04:51,145",INFO,IPC Server handler 28 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.44968578,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000004_0', '0.44968578']"
817,2015-10-18,"18:04:51,755",INFO,DefaultSpeculator background processing,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,DefaultSpeculator.addSpeculativeAttempt -- we are speculating task_1445144423722_0020_m_000000,E32,DefaultSpeculator.addSpeculativeAttempt -- we are speculating <*>,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '0']"
818,2015-10-18,"18:04:51,755",INFO,DefaultSpeculator background processing,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,We launched 1 speculations. Sleeping 15000 milliseconds.,E112,We launched <*> speculations. Sleeping <*> milliseconds.,"['1', '15000']"
819,2015-10-18,"18:04:51,755",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Scheduling a redundant attempt for task task_1445144423722_0020_m_000000,E93,Scheduling a redundant attempt for task <*>,"['t', 'a', 's', 'k', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '0']"
820,2015-10-18,"18:04:51,755",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-39.fareast.corp.microsoft.com', '/default-rack']"
821,2015-10-18,"18:04:51,755",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to <*>,"['MSRA-SA-41.fareast.corp.microsoft.com', '/default-rack']"
822,2015-10-18,"18:04:51,755",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000000_1 TaskAttempt Transitioned from NEW to UNASSIGNED,E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '0', '_', '1']"
823,2015-10-18,"18:04:52,161",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:0 ScheduledMaps:1 ScheduledReds:1 AssignedMaps:10 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,E24,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,"['0', '1', '1', '10', '0', '1', '0', '11', '1', '7', '3']"
824,2015-10-18,"18:04:52,286",INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.44980705,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000006_0', '0.44980705']"
825,2015-10-18,"18:04:52,552",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=5 release= 0 newContainers=0 finishedContainers=1 resourcelimit=<memory:0, vCores:-27> knownNMs=4",E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>","['application_1445144423722_0020', '5', '0', '0', '1', '0', '-27>', '4']"
826,2015-10-18,"18:04:52,552",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Received completed container container_1445144423722_0020_01_000005,E84,Received completed container <*>,"['c', 'o', 'n', 't', 'a', 'i', 'n', 'e', 'r', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', '0', '1', '_', '0', '0', '0', '0', '0', '5']"
827,2015-10-18,"18:04:52,552",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:0 ScheduledMaps:1 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,"['0', '1', '1', '9', '0', '1', '0', '11', '1', '7', '3']"
828,2015-10-18,"18:04:52,552",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Diagnostics report from attempt_1445144423722_0020_m_000003_0: Container killed by the ApplicationMaster.,E34,Diagnostics report from <*>: Container killed by the ApplicationMaster.,"['a', 't', 't', 'e', 'm', 'p', 't', '_', '1', '4', '4', '5', '1', '4', '4', '4', '2', '3', '7', '2', '2', '_', '0', '0', '2', '0', '_', 'm', '_', '0', '0', '0', '0', '0', '3', '_', '0']"
829,2015-10-18,"18:04:52,880",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.3624012,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000000_0', '0.3624012']"
830,2015-10-18,"18:04:53,286",INFO,IPC Server handler 25 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37225527,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.37225527']"
831,2015-10-18,"18:04:53,364",INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.3787692,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.3787692']"
832,2015-10-18,"18:04:53,489",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.667,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000009_0', '0.667']"
833,2015-10-18,"18:04:54,067",INFO,IPC Server handler 22 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.27811313,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000008_0', '0.27811313']"
834,2015-10-18,"18:04:54,333",INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.3638923,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.3638923']"
835,2015-10-18,"18:04:54,693",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.44950968,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000005_0', '0.44950968']"
836,2015-10-18,"18:04:54,708",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.44968578,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000004_0', '0.44968578']"
837,2015-10-18,"18:04:55,630",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.44980705,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000006_0', '0.44980705']"
838,2015-10-18,"18:04:56,318",INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37322965,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.37322965']"
839,2015-10-18,"18:04:56,396",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38007197,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.38007197']"
840,2015-10-18,"18:04:56,568",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.3624012,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000000_0', '0.3624012']"
841,2015-10-18,"18:04:57,396",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.76133776,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000009_0', '0.76133776']"
842,2015-10-18,"18:04:57,427",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.34610128,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000008_0', '0.34610128']"
843,2015-10-18,"18:04:57,443",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.3707891,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000007_0', '0.3707891']"
844,2015-10-18,"18:04:59,771",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.37551183']"
845,2015-10-18,"18:04:59,787",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.38137424']"
846,2015-10-18,"18:05:02,802",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000001_0', '0.37551183']"
847,2015-10-18,"18:05:02,818",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424,E80,Progress of TaskAttempt <*> is : <*>,"['attempt_1445144423722_0020_m_000002_0', '0.38137424']"
848,2015-10-18,"18:05:27,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
849,2015-10-18,"18:05:27,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 30 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '30']"
850,2015-10-18,"18:05:28,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
851,2015-10-18,"18:05:28,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 31 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '31']"
852,2015-10-18,"18:05:29,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
853,2015-10-18,"18:05:29,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 32 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '32']"
854,2015-10-18,"18:05:30,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
855,2015-10-18,"18:05:30,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 33 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '33']"
856,2015-10-18,"18:05:31,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
857,2015-10-18,"18:05:31,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 34 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '34']"
858,2015-10-18,"18:05:32,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
859,2015-10-18,"18:05:32,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 35 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '35']"
860,2015-10-18,"18:05:33,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
861,2015-10-18,"18:05:33,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 36 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '36']"
862,2015-10-18,"18:05:34,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
863,2015-10-18,"18:05:34,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 37 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '37']"
864,2015-10-18,"18:05:35,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
865,2015-10-18,"18:05:35,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 38 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '38']"
866,2015-10-18,"18:05:36,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
867,2015-10-18,"18:05:36,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 39 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '39']"
868,2015-10-18,"18:05:37,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
869,2015-10-18,"18:05:37,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 40 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '40']"
870,2015-10-18,"18:05:38,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
871,2015-10-18,"18:05:38,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 41 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '41']"
872,2015-10-18,"18:05:39,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
873,2015-10-18,"18:05:39,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 42 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '42']"
874,2015-10-18,"18:05:40,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
875,2015-10-18,"18:05:40,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 43 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '43']"
876,2015-10-18,"18:05:41,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
877,2015-10-18,"18:05:41,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 44 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '44']"
878,2015-10-18,"18:05:42,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
879,2015-10-18,"18:05:42,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 45 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '45']"
880,2015-10-18,"18:05:43,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
881,2015-10-18,"18:05:43,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 46 seconds. Will retry shortly ...,E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,"['DFSClient_NONMAPREDUCE_1537864556_1', '46']"
882,2015-10-18,"18:05:44,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,"['msra-sa-41', '10.190.173.170', '9000', 'msra-sa-41', '9000']"
