LineId,Time,Component,Pid,Content,EventId,EventTemplate,ParameterList
903,20171223-22:20:15:885,Step_LSC,30002312,onExtend:1514038816000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '8', '1', '6', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
904,20171223-22:20:16:175,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038740000##7189##549608##8661##16256##27457484,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038740000', '7189', '549608', '8661', '16256', '27457484']"
905,20171223-22:20:16:175,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7189##549659##8661##16256##27460494,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '7', '4', '0', '0', '0', '0', '#', '#', '7', '1', '8', '9', '#', '#', '5', '4', '9', '6', '5', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '4', '6', '0', '4', '9', '4']"
906,20171223-22:20:16:186,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
907,20171223-22:20:16:194,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
908,20171223-22:20:18:586,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF,"['o', 'n', 'R', 'e', 'c', 'e', 'i', 'v', 'e', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', ' ', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'F', 'F']"
909,20171223-22:22:37:638,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
910,20171223-22:23:41:831,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
911,20171223-22:24:22:157,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
912,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038819000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '8', '1', '9', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
913,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038879000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '8', '7', '9', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
914,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038939000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '9', '3', '9', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
915,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038999000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '9', '9', '9', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
916,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514039059000 0 0 0,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '0', '5', '9', '0', '0', '0', ' ', '0', ' ', '0', ' ', '0']"
917,20171223-22:24:22:204,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E41,onReceive action: android.intent.action.SCREEN_ON,"['o', 'n', 'R', 'e', 'c', 'e', 'i', 'v', 'e', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', ' ', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'N']"
918,20171223-22:24:22:206,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E43,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'N']"
919,20171223-22:24:22:206,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data,"['f', 'l', 'u', 's', 'h', ' ', 's', 'e', 'n', 's', 'o', 'r', ' ', 'd', 'a', 't', 'a']"
920,20171223-22:24:22:207,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038740000##7189##549659##8661##16256##27460494,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038740000', '7189', '549659', '8661', '16256', '27460494']"
921,20171223-22:24:22:207,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706526,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '9', '8', '0', '0', '0', '0', '#', '#', '7', '1', '8', '9', '#', '#', '5', '4', '9', '6', '5', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '7', '0', '6', '5', '2', '6']"
922,20171223-22:24:22:208,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
923,20171223-22:24:22:214,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
924,20171223-22:24:22:215,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
925,20171223-22:24:22:215,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E47,REPORT : <*> <*> <*> <*>,"['7', '1', '8', '9', ' ', '5', '1', '3', '2', ' ', '1', '5', '3', '9', '8', '8', ' ', '2', '4', '0']"
926,20171223-22:24:22:309,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
927,20171223-22:24:22:310,Step_LSC,30002312,onExtend:1514039062000 0 0 0,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '0', '6', '2', '0', '0', '0', ' ', '0', ' ', '0', ' ', '0']"
928,20171223-22:24:22:344,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
929,20171223-22:24:22:516,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706526,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038980000', '7189', '549659', '8661', '16256', '27706526']"
930,20171223-22:24:22:516,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706835,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '9', '8', '0', '0', '0', '0', '#', '#', '7', '1', '8', '9', '#', '#', '5', '4', '9', '6', '5', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '7', '0', '6', '8', '3', '5']"
931,20171223-22:24:22:524,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
932,20171223-22:24:22:526,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
933,20171223-22:24:51:883,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
934,20171223-22:24:51:892,Step_LSC,30002312,onExtend:1514039091000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '0', '9', '1', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
935,20171223-22:24:52:184,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706835,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038980000', '7189', '549659', '8661', '16256', '27706835']"
936,20171223-22:24:52:185,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '9', '8', '0', '0', '0', '0', '#', '#', '7', '1', '8', '9', '#', '#', '5', '4', '9', '6', '5', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '7', '3', '6', '5', '0', '3']"
937,20171223-22:24:52:200,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
938,20171223-22:24:52:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
939,20171223-22:24:53:884,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
940,20171223-22:24:53:897,Step_LSC,30002312,onExtend:1514039093000 0 0 0,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '0', '9', '3', '0', '0', '0', ' ', '0', ' ', '0', ' ', '0']"
941,20171223-22:24:54:185,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27736503,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038980000', '7189', '549659', '8661', '16256', '27736503']"
942,20171223-22:24:54:186,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '9', '8', '0', '0', '0', '0', '#', '#', '7', '1', '8', '9', '#', '#', '5', '4', '9', '6', '5', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '7', '3', '8', '5', '0', '4']"
943,20171223-22:24:54:201,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
944,20171223-22:24:54:205,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
945,20171223-22:24:58:889,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
946,20171223-22:24:58:890,Step_LSC,30002312,onExtend:1514039098000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '0', '9', '8', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
947,20171223-22:24:59:190,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27738504,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038980000', '7189', '549659', '8661', '16256', '27738504']"
948,20171223-22:24:59:191,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '9', '8', '0', '0', '0', '0', '#', '#', '7', '1', '8', '9', '#', '#', '5', '4', '9', '6', '5', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '7', '4', '3', '5', '1', '0']"
949,20171223-22:24:59:206,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
950,20171223-22:24:59:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
951,20171223-22:25:0:162,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
952,20171223-22:25:13:8,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF,"['o', 'n', 'R', 'e', 'c', 'e', 'i', 'v', 'e', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', ' ', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'F', 'F']"
953,20171223-22:28:38:344,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
954,20171223-22:29:8:492,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
955,20171223-22:30:12:959,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
956,20171223-22:30:23:988,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
957,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039112000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '1', '1', '2', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
958,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039172000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '1', '7', '2', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
959,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039232000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '2', '3', '2', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
960,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039292000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '2', '9', '2', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
961,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039352000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '3', '5', '2', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
962,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039412000 0 0 0,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '4', '1', '2', '0', '0', '0', ' ', '0', ' ', '0', ' ', '0']"
963,20171223-22:30:24:25,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E41,onReceive action: android.intent.action.SCREEN_ON,"['o', 'n', 'R', 'e', 'c', 'e', 'i', 'v', 'e', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', ' ', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'N']"
964,20171223-22:30:24:27,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E43,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'N']"
965,20171223-22:30:24:27,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data,"['f', 'l', 'u', 's', 'h', ' ', 's', 'e', 'n', 's', 'o', 'r', ' ', 'd', 'a', 't', 'a']"
966,20171223-22:30:24:28,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27743510,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038980000', '7189', '549659', '8661', '16256', '27743510']"
967,20171223-22:30:24:28,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '9', '3', '4', '0', '0', '0', '0', '#', '#', '7', '1', '8', '9', '#', '#', '5', '4', '9', '6', '5', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '8', '0', '6', '8', '3', '4', '6']"
968,20171223-22:30:24:28,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
969,20171223-22:30:24:40,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
970,20171223-22:30:24:45,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
971,20171223-22:30:24:46,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E47,REPORT : <*> <*> <*> <*>,"['7', '1', '8', '9', ' ', '5', '1', '3', '2', ' ', '1', '5', '3', '9', '8', '8', ' ', '2', '4', '0']"
972,20171223-22:30:24:129,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
973,20171223-22:30:24:132,Step_LSC,30002312,onExtend:1514039424000 0 0 0,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '4', '2', '4', '0', '0', '0', ' ', '0', ' ', '0', ' ', '0']"
974,20171223-22:30:24:347,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068346,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514039340000', '7189', '549659', '8661', '16256', '28068346']"
975,20171223-22:30:24:348,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '9', '3', '4', '0', '0', '0', '0', '#', '#', '7', '1', '8', '9', '#', '#', '5', '4', '9', '6', '5', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '8', '0', '6', '8', '6', '6', '6']"
976,20171223-22:30:24:355,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
977,20171223-22:30:24:358,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
978,20171223-22:31:0:136,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E44,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
979,20171223-22:31:31:924,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
980,20171223-22:31:31:940,Step_LSC,30002312,onExtend:1514039492000 0 0 5,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '9', '4', '9', '2', '0', '0', '0', ' ', '0', ' ', '0', ' ', '5']"
981,20171223-22:31:32:225,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068666,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514039340000', '7189', '549659', '8661', '16256', '28068666']"
982,20171223-22:31:32:226,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28136544,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '9', '4', '0', '0', '0', '0', '0', '#', '#', '7', '1', '8', '9', '#', '#', '5', '4', '9', '6', '5', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '8', '1', '3', '6', '5', '4', '4']"
983,20171223-22:31:32:241,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
984,20171223-22:31:32:246,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
985,20171223-22:31:54:515,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E40,onReceive action: android.intent.action.SCREEN_OFF,"['o', 'n', 'R', 'e', 'c', 'e', 'i', 'v', 'e', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', ' ', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'F', 'F']"
986,20171223-22:31:59:613,Step_LSC,30002312,onStandStepChanged 3761,E42,onStandStepChanged <*>,"['3', '7', '6', '1']"
987,20171223-22:31:59:618,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E41,onReceive action: android.intent.action.SCREEN_ON,"['o', 'n', 'R', 'e', 'c', 'e', 'i', 'v', 'e', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', ' ', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'N']"
988,20171223-22:31:59:619,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E43,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'N']"
989,20171223-22:31:59:619,Step_StandStepCounter,30002312,flush sensor data,E12,flush sensor data,"['f', 'l', 'u', 's', 'h', ' ', 's', 'e', 'n', 's', 'o', 'r', ' ', 'd', 'a', 't', 'a']"
